"id","title_cn","prompt_type","skill_domain","category","subject","education_level","audience","output_format","ai_tool_or_method","prompt_cn","use_case_cn","required_inputs","optional_inputs","output_schema","evidence_strength","evidence_sources","limitations_cn","next_steps","tested_models","verification_checklist","privacy_note","version","source_title","source_url","canonical_url","accessed_date","last_verified_date","link_status","http_status","redirect_url","quality_score","quality_label"
"prompt-skill-ai-literacy-goal-alignment","AI 素养：可观察目标与活动对齐","备课设计","课程设计与评价","AI Literacy","AI素养","小学至大学","教师、课程设计者","目标-活动-评价对齐表","通用生成式 AI","你是一名熟悉AI 素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：把宽泛课程目标改写成可观察表现，并检查每项活动和评价证据是否真正对齐。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：能力边界、事实核查、偏见、透明使用和人工判断。
学生应留下的可检查产出：AI 输出审查表、修改记录和使用声明。

输出要求：
1. 按以下结构输出：目标拆解；学生可观察表现；活动步骤；评价证据；不对齐风险；教师调整建议。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于AI 素养备课中的可观察目标与活动对齐，强调能力边界、事实核查、偏见、透明使用和人工判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","目标拆解；学生可观察表现；活动步骤；评价证据；不对齐风险；教师调整建议","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","不要把易测量等同于重要学习，也不要删除课程中的创造、价值判断或复杂理解。","使用“形成性提问序列”技能，为每个目标设计课堂检查点。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合AI 素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","79","资料完整"
"prompt-skill-ai-literacy-misconception-diagnosis","AI 素养：常见误解诊断活动","课堂活动","提问、讨论与课堂互动","AI Literacy","AI素养","小学至大学","教师、课程设计者","误解诊断任务","通用生成式 AI","你是一名熟悉AI 素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：围绕核心概念设计能暴露学生推理的诊断题，不只判断对错，还要要求解释证据。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：能力边界、事实核查、偏见、透明使用和人工判断。
学生应留下的可检查产出：AI 输出审查表、修改记录和使用声明。

输出要求：
1. 按以下结构输出：核心概念；3-5 个常见误解；诊断题；学生解释提示；教师追问；判断依据。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于AI 素养备课中的常见误解诊断活动，强调能力边界、事实核查、偏见、透明使用和人工判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","核心概念；3-5 个常见误解；诊断题；学生解释提示；教师追问；判断依据","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","常见误解只是待检验假设，不能据此给学生贴标签；必须结合真实作答再判断。","把真实学生答案匿名输入“反馈与修订循环”技能，生成可行动反馈。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合AI 素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","79","资料完整"
"prompt-skill-ai-literacy-worked-example","AI 素养：带自我解释的示例教材","教材生成","教材与认知支架","AI Literacy","AI素养","小学至大学","教师、课程设计者","示例与自我解释学习单","通用生成式 AI","你是一名熟悉AI 素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：生成一个分步骤示例，并在关键决策点插入预测、解释和比较问题，避免学生被动照抄。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：能力边界、事实核查、偏见、透明使用和人工判断。
学生应留下的可检查产出：AI 输出审查表、修改记录和使用声明。

输出要求：
1. 按以下结构输出：问题情境；步骤化示例；关键决策点；自我解释问题；相似迁移题；答案核查。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于AI 素养备课中的带自我解释的示例教材，强调能力边界、事实核查、偏见、透明使用和人工判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","问题情境；步骤化示例；关键决策点；自我解释问题；相似迁移题；答案核查","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","示例步骤可能隐含未经说明的假设，教师应核对学科准确性、难度和替代方法。","使用“分层认知支架”技能生成逐步撤除帮助的三个版本。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合AI 素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","79","资料完整"
"prompt-skill-ai-literacy-inquiry-project","AI 素养：证据驱动探究项目","项目学习","项目式学习","AI Literacy","AI素养","小学至大学","教师、课程设计者","探究项目任务书","通用生成式 AI","你是一名熟悉AI 素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：把主题转成真实问题，要求学生提出假设、收集证据、比较解释并公开说明 AI 的参与方式。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：能力边界、事实核查、偏见、透明使用和人工判断。
学生应留下的可检查产出：AI 输出审查表、修改记录和使用声明。

输出要求：
1. 按以下结构输出：驱动问题；学习目标；里程碑；证据要求；团队角色；AI 使用边界；最终产出；评价标准。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于AI 素养备课中的证据驱动探究项目，强调能力边界、事实核查、偏见、透明使用和人工判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","驱动问题；学习目标；里程碑；证据要求；团队角色；AI 使用边界；最终产出；评价标准","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","项目规模必须与课堂时间、设备和学生经验匹配，不能让工具操作取代学科探究。","使用“评价量规与证据锚点”技能建立项目评价标准和示例锚点。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合AI 素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","81","资料完整"
"prompt-skill-ai-literacy-formative-questioning","AI 素养：形成性提问序列","课堂活动","提问、讨论与课堂互动","AI Literacy","AI素养","小学至大学","教师、课程设计者","课堂提问与检查点脚本","通用生成式 AI","你是一名熟悉AI 素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：按激活已有知识、暴露推理、比较证据、迁移应用的顺序设计提问，并给出教师跟进动作。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：能力边界、事实核查、偏见、透明使用和人工判断。
学生应留下的可检查产出：AI 输出审查表、修改记录和使用声明。

输出要求：
1. 按以下结构输出：提问阶段；问题；预期思考；可能回答；教师追问；快速收集证据方式；调整分支。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于AI 素养备课中的形成性提问序列，强调能力边界、事实核查、偏见、透明使用和人工判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","提问阶段；问题；预期思考；可能回答；教师追问；快速收集证据方式；调整分支","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","AI 预测的学生回答不代表本班真实反应，教师必须根据现场证据灵活改变追问。","把课堂记录带入“反馈与修订循环”技能，形成下一课调整建议。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合AI 素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","80","资料完整"
"prompt-skill-ai-literacy-differentiated-scaffolds","AI 素养：分层认知支架","差异化支持","包容性设计","AI Literacy","AI素养","小学至大学","教师、课程设计者","三层支架学习材料","通用生成式 AI","你是一名熟悉AI 素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：在保持同一高价值目标的前提下，设计语言、表征、步骤和挑战程度不同的支架，并说明撤除条件。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：能力边界、事实核查、偏见、透明使用和人工判断。
学生应留下的可检查产出：AI 输出审查表、修改记录和使用声明。

输出要求：
1. 按以下结构输出：共同目标；进入任务；基础支架；标准支架；延伸挑战；支架撤除信号；可访问性检查。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于AI 素养备课中的分层认知支架，强调能力边界、事实核查、偏见、透明使用和人工判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","共同目标；进入任务；基础支架；标准支架；延伸挑战；支架撤除信号；可访问性检查","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","分层不等于固定能力分组，不得用缺陷标签描述学生；所有学生都应有进入高阶任务的机会。","使用“学生反思与学习策略”技能帮助学生选择并评估所需支架。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合AI 素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","81","资料完整"
"prompt-skill-ai-literacy-rubric-evidence","AI 素养：评价量规与证据锚点","评价反馈","评价与反馈","AI Literacy","AI素养","小学至大学","教师、课程设计者","分析式评价量规","通用生成式 AI","你是一名熟悉AI 素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：从学习目标和真实学生产出出发，生成可观察、互不重叠的标准，并为每档表现提供证据描述。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：能力边界、事实核查、偏见、透明使用和人工判断。
学生应留下的可检查产出：AI 输出审查表、修改记录和使用声明。

输出要求：
1. 按以下结构输出：评价目标；3-5 个维度；表现等级；可观察证据；边界案例；教师校准问题；学生自评版本。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于AI 素养备课中的评价量规与证据锚点，强调能力边界、事实核查、偏见、透明使用和人工判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","评价目标；3-5 个维度；表现等级；可观察证据；边界案例；教师校准问题；学生自评版本","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","AI 生成量规不能直接决定成绩；教师需用真实作品校准语言、权重、公平性和学段适切性。","抽取三份匿名作品试评分，再使用“反馈与修订循环”技能检查量规能否支持改进。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合AI 素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","82","资料完整"
"prompt-skill-ai-literacy-feedback-revision","AI 素养：反馈与修订循环","评价反馈","评价与反馈","AI Literacy","AI素养","小学至大学","教师、课程设计者","可行动反馈与修订计划","通用生成式 AI","你是一名熟悉AI 素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：根据目标和学生作品生成少量高优先级反馈，每条反馈都连接证据、下一步行动和学生自检。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：能力边界、事实核查、偏见、透明使用和人工判断。
学生应留下的可检查产出：AI 输出审查表、修改记录和使用声明。

输出要求：
1. 按以下结构输出：作品证据；已达成之处；优先改进点；具体行动；示例但非代写答案；自检问题；复核安排。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于AI 素养备课中的反馈与修订循环，强调能力边界、事实核查、偏见、透明使用和人工判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","作品证据；已达成之处；优先改进点；具体行动；示例但非代写答案；自检问题；复核安排","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","不得输入可识别学生资料；AI 反馈必须由教师核对，不能代替成绩判断、特殊需要判断或关系性沟通。","学生修订后比较前后版本，并使用“学生反思与学习策略”技能记录变化原因。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合AI 素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","82","资料完整"
"prompt-skill-ai-literacy-metacognitive-reflection","AI 素养：学生反思与学习策略","学生支持","元认知与学生支持","AI Literacy","AI素养","小学至大学","教师、课程设计者","元认知反思单","通用生成式 AI","你是一名熟悉AI 素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：设计短而具体的反思提示，帮助学生说明目标、策略、证据、困难、AI 使用和下一次调整。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：能力边界、事实核查、偏见、透明使用和人工判断。
学生应留下的可检查产出：AI 输出审查表、修改记录和使用声明。

输出要求：
1. 按以下结构输出：目标回顾；采用策略；有效证据；困难点；AI 帮助与限制；下一步计划；教师回应栏。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于AI 素养备课中的学生反思与学习策略，强调能力边界、事实核查、偏见、透明使用和人工判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","目标回顾；采用策略；有效证据；困难点；AI 帮助与限制；下一步计划；教师回应栏","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","反思不能被当作人格或能力测量；允许学生用不同表达方式回答，并避免强迫披露私人经历。","教师汇总匿名模式，再用“可观察目标与活动对齐”技能调整下一轮教学。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合AI 素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","81","资料完整"
"prompt-skill-ai-literacy-transparent-ai-use","AI 素养：透明 AI 使用与核查","课堂活动","提问、讨论与课堂互动","AI Literacy","AI素养","小学至大学","教师、课程设计者","AI 使用声明与核查清单","通用生成式 AI","你是一名熟悉AI 素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：把学习任务改成要求学生保存提示词、标记 AI 贡献、核查关键事实、解释人工修改和承担最终责任。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：能力边界、事实核查、偏见、透明使用和人工判断。
学生应留下的可检查产出：AI 输出审查表、修改记录和使用声明。

输出要求：
1. 按以下结构输出：允许用途；禁止用途；提示词记录；事实核查表；版本差异；人工判断说明；引用与披露格式。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于AI 素养备课中的透明 AI 使用与核查，强调能力边界、事实核查、偏见、透明使用和人工判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","允许用途；禁止用途；提示词记录；事实核查表；版本差异；人工判断说明；引用与披露格式","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","必须符合学校政策、年龄要求和工具条款；不能上传个人资料、受版权保护材料或保密内容。","使用“评价量规与证据锚点”技能，把过程证据和透明披露纳入评价标准。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合AI 素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","82","资料完整"
"prompt-skill-media-literacy-goal-alignment","媒体与信息素养：可观察目标与活动对齐","备课设计","课程设计与评价","AI Literacy","媒体素养","小学至大学","教师、课程设计者","目标-活动-评价对齐表","通用生成式 AI","你是一名熟悉媒体与信息素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：把宽泛课程目标改写成可观察表现，并检查每项活动和评价证据是否真正对齐。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：来源核查、合成内容识别、传播意图和可信度判断。
学生应留下的可检查产出：来源核查表、证据标注和媒体判断说明。

输出要求：
1. 按以下结构输出：目标拆解；学生可观察表现；活动步骤；评价证据；不对齐风险；教师调整建议。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于媒体与信息素养备课中的可观察目标与活动对齐，强调来源核查、合成内容识别、传播意图和可信度判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","目标拆解；学生可观察表现；活动步骤；评价证据；不对齐风险；教师调整建议","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","不要把易测量等同于重要学习，也不要删除课程中的创造、价值判断或复杂理解。","使用“形成性提问序列”技能，为每个目标设计课堂检查点。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合媒体与信息素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","80","资料完整"
"prompt-skill-media-literacy-misconception-diagnosis","媒体与信息素养：常见误解诊断活动","课堂活动","提问、讨论与课堂互动","AI Literacy","媒体素养","小学至大学","教师、课程设计者","误解诊断任务","通用生成式 AI","你是一名熟悉媒体与信息素养教学、学习科学与负责任 AI 使用的课程设计伙伴。

任务：围绕核心概念设计能暴露学生推理的诊断题，不只判断对错，还要要求解释证据。

请使用以下输入：
- 学段：[学段]
- 单元或主题：[主题]
- 学习目标：[学习目标]
- 课堂时间：[课堂时间]
- 学生已有基础：[学生已有基础]
- 可用资料与设备：[可用资料与设备]
- 需要支持的学习差异：[学习差异，可留空]

学科重点：来源核查、合成内容识别、传播意图和可信度判断。
学生应留下的可检查产出：来源核查表、证据标注和媒体判断说明。

输出要求：
1. 按以下结构输出：核心概念；3-5 个常见误解；诊断题；学生解释提示；教师追问；判断依据。
2. 明确区分教师动作、学生动作、AI 可做与不可做的事情。
3. 每个关键判断都给出教师可观察或可收集的学习证据。
4. 不虚构课程标准、事实、引用、学生数据或学习成效；不确定时标注“需要教师核查”。
5. 内容应适合给定学段，并提供一个无需付费工具的替代方案。
6. 结尾附上“教师使用前检查”与“学生 AI 使用说明”。","用于媒体与信息素养备课中的常见误解诊断活动，强调来源核查、合成内容识别、传播意图和可信度判断，并保留教师最终判断。","学段；主题；学习目标；课堂时间；学生已有基础；可用资料与设备","学习差异；本校 AI 政策；课程标准；现有教材；真实学生匿名作品","核心概念；3-5 个常见误解；诊断题；学生解释提示；教师追问；判断依据","实践框架","AIED Case Hub 原创教学技能结构；使用时需结合课程文件、真实学生证据和本校政策核查","常见误解只是待检验假设，不能据此给学生贴标签；必须结合真实作答再判断。","把真实学生答案匿名输入“反馈与修订循环”技能，生成可行动反馈。","通用生成式 AI；尚未对所有模型逐一验证，长输出建议分步骤生成","学科事实和引用可核实；符合媒体与信息素养学习目标与学段；要求学生主动思考；产出包含可观察证据；评价语言清楚公平；已删除个人资料；教师完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、个别教育计划、成绩明细或其他可识别资料；使用真实作品前先匿名化。","1.0","AIED Case Hub 原创学科教学技能包 v1","https://github.com/Jojo-Edtech/aiedcase","https://github.com/Jojo-Edtech/aiedcase","2026-08-06","2026-09-12","ok","206","","80","资料完整"
